task_id,task_type,weather,operator_skill,machine_age_years,estimated_minutes,actual_minutes,provenance,air_temperature_c,soil_type,soil_moisture_percent_vwc,machine_id,operator_id,started_at,generator_version,generation_seed
T0314,Material Loading,Sunny,Beginner,4.5,27.0,42.0,synthetic,11.7,Loam,44.1,EXC002,OP1001,2025-06-01T10:35:00Z,data-001-v1,42
T0551,Demolition,Rainy,Intermediate,4.6,88.0,121.0,synthetic,32.7,Loam,23.9,EXC002,OP1001,2025-06-01T10:46:00Z,data-001-v1,42
T0126,Earth Excavation,Cloudy,Beginner,6.0,59.0,66.0,synthetic,29.6,Loam,33.0,EXC002,OP2001,2025-06-01T12:25:00Z,data-001-v1,42
T0419,Grading,Rainy,Beginner,2.8,34.0,55.0,synthetic,22.1,Gravel,54.9,EXC001,OP1001,2025-06-01T12:48:00Z,data-001-v1,42
T0312,Trenching,Windy,Expert,5.0,42.0,53.0,synthetic,26.1,Sand,53.5,EXC002,OP2001,2025-06-01T13:16:00Z,data-001-v1,42
T0516,Demolition,Rainy,Beginner,2.6,97.0,111.0,synthetic,25.9,Sand,23.2,EXC001,OP1001,2025-06-01T13:44:00Z,data-001-v1,42
T0212,Trenching,Sunny,Beginner,6.5,40.0,57.0,synthetic,31.9,Sand,42.6,EXC002,OP1001,2025-06-01T16:49:00Z,data-001-v1,42
T0585,Demolition,Cloudy,Expert,5.6,93.0,86.0,synthetic,16.4,Loam,28.4,EXC002,OP2001,2025-06-01T17:16:00Z,data-001-v1,42
T0210,Trenching,Sunny,Beginner,2.8,45.0,59.0,synthetic,29.5,Clay,22.0,EXC001,OP2001,2025-06-01T17:42:00Z,data-001-v1,42
T0468,Grading,Windy,Intermediate,4.7,35.0,40.0,synthetic,35.3,Loam,39.1,EXC002,OP2001,2025-06-02T06:12:00Z,data-001-v1,42
T0175,Earth Excavation,Sunny,Expert,2.2,65.0,78.0,synthetic,9.7,Clay,37.2,EXC001,OP1001,2025-06-02T07:40:00Z,data-001-v1,42
T0509,Demolition,Sunny,Beginner,2.4,88.0,78.0,synthetic,29.8,Clay,25.3,EXC001,OP2001,2025-06-02T08:16:00Z,data-001-v1,42
T0423,Grading,Rainy,Beginner,5.8,34.0,53.0,synthetic,40.2,Loam,66.4,EXC002,OP1001,2025-06-02T08:17:00Z,data-001-v1,42
T0482,Grading,Rainy,Expert,3.6,31.0,35.0,synthetic,34.2,Loam,57.5,EXC001,OP1001,2025-06-02T09:13:00Z,data-001-v1,42
T0119,Earth Excavation,Cloudy,Beginner,1.7,55.0,68.0,synthetic,18.3,Loam,48.6,EXC001,OP1001,2025-06-02T09:37:00Z,data-001-v1,42
T0294,Trenching,Rainy,Expert,3.4,43.0,52.0,synthetic,31.7,Loam,40.4,EXC001,OP2001,2025-06-02T10:57:00Z,data-001-v1,42
T0583,Demolition,Rainy,Expert,4.5,90.0,90.0,synthetic,26.2,Loam,29.8,EXC002,OP1001,2025-06-02T11:13:00Z,data-001-v1,42
T0383,Material Loading,Sunny,Expert,1.7,28.0,32.0,synthetic,30.3,Gravel,39.2,EXC001,OP2001,2025-06-02T11:35:00Z,data-001-v1,42
T0244,Trenching,Windy,Beginner,5.5,46.0,71.0,synthetic,23.3,Loam,13.6,EXC002,OP1001,2025-06-02T11:58:00Z,data-001-v1,42
T0200,Earth Excavation,Windy,Expert,1.9,63.0,65.0,synthetic,32.2,Sand,45.6,EXC001,OP1001,2025-06-02T13:33:00Z,data-001-v1,42
T0276,Trenching,Windy,Intermediate,6.7,49.0,79.0,synthetic,13.4,Clay,27.5,EXC002,OP1001,2025-06-02T15:47:00Z,data-001-v1,42
T0540,Demolition,Sunny,Intermediate,6.0,99.0,75.0,synthetic,24.1,Sand,33.8,EXC002,OP2001,2025-06-02T16:43:00Z,data-001-v1,42
T0542,Demolition,Sunny,Intermediate,4.6,108.0,106.0,synthetic,26.0,Sand,45.2,EXC002,OP2001,2025-06-02T16:53:00Z,data-001-v1,42
T0297,Trenching,Cloudy,Expert,6.7,43.0,54.0,synthetic,19.2,Clay,19.6,EXC002,OP2001,2025-06-02T17:25:00Z,data-001-v1,42
T0229,Trenching,Cloudy,Beginner,5.4,40.0,75.0,synthetic,19.6,Clay,47.0,EXC002,OP1001,2025-06-02T17:53:00Z,data-001-v1,42
T0479,Grading,Sunny,Expert,5.7,35.0,33.0,synthetic,11.1,Gravel,53.0,EXC002,OP1001,2025-06-03T06:18:00Z,data-001-v1,42
T0218,Trenching,Rainy,Beginner,5.6,43.0,33.0,synthetic,30.5,Clay,50.8,EXC002,OP1001,2025-06-03T08:45:00Z,data-001-v1,42
T0102,Earth Excavation,Sunny,Beginner,2.3,61.0,89.0,synthetic,19.3,Clay,28.6,EXC001,OP1001,2025-06-03T11:54:00Z,data-001-v1,42
T0235,Trenching,Cloudy,Beginner,1.7,50.0,60.0,synthetic,30.8,Loam,42.9,EXC001,OP2001,2025-06-03T12:10:00Z,data-001-v1,42
T0503,Grading,Windy,Expert,6.8,33.0,42.0,synthetic,34.6,Clay,22.3,EXC002,OP2001,2025-06-03T13:46:00Z,data-001-v1,42
T0338,Material Loading,Windy,Beginner,5.2,32.0,42.0,synthetic,26.1,Sand,38.0,EXC002,OP2001,2025-06-03T14:02:00Z,data-001-v1,42
T0580,Demolition,Rainy,Expert,3.3,89.0,124.0,synthetic,23.9,Loam,61.6,EXC001,OP1001,2025-06-03T14:23:00Z,data-001-v1,42
T0408,Material Loading,Windy,Expert,4.7,31.0,26.0,synthetic,39.6,Loam,5.5,EXC002,OP2001,2025-06-03T16:21:00Z,data-001-v1,42
T0243,Trenching,Windy,Beginner,5.0,45.0,74.0,synthetic,32.6,Clay,21.3,EXC002,OP1001,2025-06-03T17:17:00Z,data-001-v1,42
T0127,Earth Excavation,Cloudy,Beginner,3.2,59.0,87.0,synthetic,32.5,Clay,38.2,EXC001,OP1001,2025-06-03T17:28:00Z,data-001-v1,42
T0510,Demolition,Sunny,Beginner,4.6,91.0,116.0,synthetic,21.0,Loam,20.6,EXC002,OP2001,2025-06-03T17:48:00Z,data-001-v1,42
T0394,Material Loading,Cloudy,Expert,3.6,31.0,33.0,synthetic,20.1,Gravel,47.4,EXC001,OP1001,2025-06-04T06:33:00Z,data-001-v1,42
T0356,Material Loading,Rainy,Intermediate,2.5,29.0,38.0,synthetic,20.9,Clay,66.8,EXC001,OP2001,2025-06-04T06:58:00Z,data-001-v1,42
T0131,Earth Excavation,Windy,Beginner,4.8,59.0,52.0,synthetic,20.6,Loam,18.6,EXC002,OP2001,2025-06-04T07:11:00Z,data-001-v1,42
T0180,Earth Excavation,Sunny,Expert,3.0,62.0,59.0,synthetic,13.7,Sand,48.6,EXC001,OP1001,2025-06-04T07:43:00Z,data-001-v1,42
T0197,Earth Excavation,Cloudy,Expert,6.1,59.0,65.0,synthetic,30.6,Loam,12.9,EXC002,OP1001,2025-06-04T08:52:00Z,data-001-v1,42
T0406,Material Loading,Windy,Expert,5.7,32.0,30.0,synthetic,33.1,Loam,29.7,EXC002,OP1001,2025-06-04T09:03:00Z,data-001-v1,42
T0242,Trenching,Windy,Beginner,2.2,43.0,61.0,synthetic,14.3,Loam,54.6,EXC001,OP2001,2025-06-04T09:08:00Z,data-001-v1,42
T0515,Demolition,Rainy,Beginner,5.5,86.0,137.0,synthetic,28.9,Clay,38.7,EXC002,OP1001,2025-06-04T09:08:00Z,data-001-v1,42
T0405,Material Loading,Windy,Expert,2.0,29.0,25.0,synthetic,16.1,Loam,37.4,EXC001,OP1001,2025-06-04T13:29:00Z,data-001-v1,42
T0109,Earth Excavation,Sunny,Beginner,2.5,55.0,51.0,synthetic,15.8,Sand,16.6,EXC001,OP1001,2025-06-04T14:29:00Z,data-001-v1,42
T0333,Material Loading,Cloudy,Beginner,4.6,29.0,37.0,synthetic,26.3,Sand,23.9,EXC002,OP2001,2025-06-04T15:26:00Z,data-001-v1,42
T0343,Material Loading,Windy,Beginner,6.6,29.0,47.0,synthetic,28.8,Gravel,17.4,EXC002,OP1001,2025-06-04T17:20:00Z,data-001-v1,42
T0470,Grading,Windy,Intermediate,1.8,39.0,37.0,synthetic,19.4,Gravel,7.1,EXC001,OP2001,2025-06-05T06:47:00Z,data-001-v1,42
T0290,Trenching,Rainy,Expert,5.3,44.0,48.0,synthetic,9.4,Loam,28.7,EXC002,OP2001,2025-06-05T09:08:00Z,data-001-v1,42
T0282,Trenching,Sunny,Expert,5.7,41.0,44.0,synthetic,24.4,Gravel,50.0,EXC002,OP2001,2025-06-05T10:15:00Z,data-001-v1,42
T0205,Earth Excavation,Windy,Expert,6.0,59.0,54.0,synthetic,30.6,Loam,34.8,EXC002,OP1001,2025-06-05T12:47:00Z,data-001-v1,42
T0558,Demolition,Cloudy,Intermediate,3.9,93.0,102.0,synthetic,31.8,Loam,53.9,EXC001,OP1001,2025-06-05T15:10:00Z,data-001-v1,42
T0527,Demolition,Cloudy,Beginner,4.8,93.0,100.0,synthetic,29.2,Loam,9.6,EXC002,OP2001,2025-06-05T15:58:00Z,data-001-v1,42
T0137,Earth Excavation,Sunny,Intermediate,1.9,55.0,56.0,synthetic,27.3,Sand,18.2,EXC001,OP2001,2025-06-05T16:21:00Z,data-001-v1,42
T0125,Earth Excavation,Cloudy,Beginner,2.3,66.0,77.0,synthetic,28.4,Clay,27.7,EXC001,OP1001,2025-06-06T06:19:00Z,data-001-v1,42
T0570,Demolition,Sunny,Expert,2.8,87.0,92.0,synthetic,29.7,Gravel,37.1,EXC001,OP1001,2025-06-06T06:53:00Z,data-001-v1,42
T0465,Grading,Windy,Intermediate,6.8,35.0,50.0,synthetic,27.8,Clay,8.4,EXC002,OP1001,2025-06-06T07:01:00Z,data-001-v1,42
T0191,Earth Excavation,Cloudy,Expert,6.4,61.0,62.0,synthetic,27.2,Loam,53.9,EXC002,OP1001,2025-06-06T09:30:00Z,data-001-v1,42
T0442,Grading,Sunny,Intermediate,5.7,30.0,37.0,synthetic,30.8,Sand,33.8,EXC002,OP2001,2025-06-06T10:41:00Z,data-001-v1,42
T0430,Grading,Cloudy,Beginner,4.5,35.0,48.0,synthetic,30.4,Loam,20.6,EXC002,OP2001,2025-06-06T11:38:00Z,data-001-v1,42
T0566,Demolition,Windy,Intermediate,6.9,92.0,107.0,synthetic,28.3,Loam,20.9,EXC002,OP2001,2025-06-06T12:38:00Z,data-001-v1,42
T0285,Trenching,Sunny,Expert,6.2,43.0,41.0,synthetic,15.9,Sand,8.9,EXC002,OP1001,2025-06-06T12:52:00Z,data-001-v1,42
T0391,Material Loading,Rainy,Expert,7.0,30.0,36.0,synthetic,36.0,Loam,42.8,EXC002,OP1001,2025-06-06T14:00:00Z,data-001-v1,42
T0104,Earth Excavation,Sunny,Beginner,4.6,68.0,79.0,synthetic,17.3,Clay,44.9,EXC002,OP2001,2025-06-06T14:35:00Z,data-001-v1,42
T0426,Grading,Cloudy,Beginner,5.0,39.0,52.0,synthetic,34.3,Clay,31.5,EXC002,OP1001,2025-06-06T15:06:00Z,data-001-v1,42
T0171,Earth Excavation,Windy,Intermediate,3.5,62.0,67.0,synthetic,39.2,Sand,47.7,EXC001,OP1001,2025-06-06T15:36:00Z,data-001-v1,42
T0469,Grading,Windy,Intermediate,4.9,33.0,57.0,synthetic,30.0,Clay,22.5,EXC002,OP2001,2025-06-07T07:30:00Z,data-001-v1,42
T0544,Demolition,Sunny,Intermediate,2.4,81.0,92.0,synthetic,36.1,Sand,45.4,EXC001,OP2001,2025-06-07T08:40:00Z,data-001-v1,42
T0432,Grading,Cloudy,Beginner,6.6,37.0,31.0,synthetic,28.9,Loam,35.5,EXC002,OP1001,2025-06-07T08:51:00Z,data-001-v1,42
T0270,Trenching,Cloudy,Intermediate,5.3,45.0,57.0,synthetic,33.1,Clay,37.8,EXC002,OP2001,2025-06-07T09:17:00Z,data-001-v1,42
T0302,Trenching,Cloudy,Expert,4.6,40.0,44.0,synthetic,26.3,Loam,44.2,EXC002,OP2001,2025-06-07T09:17:00Z,data-001-v1,42
T0440,Grading,Windy,Beginner,2.2,33.0,53.0,synthetic,36.9,Loam,45.2,EXC001,OP1001,2025-06-07T10:06:00Z,data-001-v1,42
T0124,Earth Excavation,Cloudy,Beginner,6.5,58.0,41.0,synthetic,36.7,Clay,46.4,EXC002,OP1001,2025-06-07T10:29:00Z,data-001-v1,42
T0481,Grading,Rainy,Expert,5.6,38.0,33.0,synthetic,27.8,Sand,40.2,EXC002,OP1001,2025-06-07T12:47:00Z,data-001-v1,42
T0399,Material Loading,Cloudy,Expert,5.7,27.0,28.0,synthetic,23.3,Clay,6.5,EXC002,OP2001,2025-06-07T13:17:00Z,data-001-v1,42
T0420,Grading,Rainy,Beginner,3.7,35.0,56.0,synthetic,18.0,Clay,22.5,EXC001,OP2001,2025-06-07T14:16:00Z,data-001-v1,42
T0233,Trenching,Cloudy,Beginner,5.0,49.0,36.0,synthetic,26.0,Gravel,47.4,EXC002,OP1001,2025-06-07T15:56:00Z,data-001-v1,42
T0413,Grading,Sunny,Beginner,2.4,34.0,56.0,synthetic,30.1,Clay,18.0,EXC001,OP1001,2025-06-07T16:14:00Z,data-001-v1,42
T0448,Grading,Sunny,Intermediate,2.0,34.0,40.0,synthetic,23.3,Loam,26.5,EXC001,OP1001,2025-06-08T06:04:00Z,data-001-v1,42
T0596,Demolition,Windy,Expert,2.7,91.0,77.0,synthetic,26.5,Loam,39.9,EXC001,OP2001,2025-06-08T06:12:00Z,data-001-v1,42
T0491,Grading,Cloudy,Expert,6.1,31.0,33.0,synthetic,19.3,Gravel,27.1,EXC002,OP2001,2025-06-08T07:16:00Z,data-001-v1,42
T0576,Demolition,Sunny,Expert,3.1,88.0,79.0,synthetic,32.1,Loam,23.0,EXC001,OP1001,2025-06-08T08:55:00Z,data-001-v1,42
T0599,Demolition,Windy,Expert,3.9,96.0,81.0,synthetic,34.7,Loam,10.9,EXC001,OP2001,2025-06-08T09:43:00Z,data-001-v1,42
T0169,Earth Excavation,Windy,Intermediate,6.7,63.0,65.0,synthetic,37.8,Gravel,11.0,EXC002,OP1001,2025-06-08T12:00:00Z,data-001-v1,42
T0523,Demolition,Cloudy,Beginner,5.4,95.0,151.0,synthetic,30.6,Loam,8.1,EXC002,OP2001,2025-06-08T12:37:00Z,data-001-v1,42
T0298,Trenching,Cloudy,Expert,6.2,47.0,53.0,synthetic,16.5,Loam,51.1,EXC002,OP1001,2025-06-08T14:04:00Z,data-001-v1,42
T0220,Trenching,Rainy,Beginner,4.7,48.0,73.0,synthetic,32.5,Clay,29.2,EXC002,OP2001,2025-06-08T15:13:00Z,data-001-v1,42
T0321,Material Loading,Rainy,Beginner,5.4,34.0,43.0,synthetic,8.5,Sand,35.8,EXC002,OP1001,2025-06-08T16:34:00Z,data-001-v1,42
T0144,Earth Excavation,Sunny,Intermediate,6.1,57.0,75.0,synthetic,35.5,Loam,50.0,EXC002,OP2001,2025-06-09T06:50:00Z,data-001-v1,42
T0228,Trenching,Cloudy,Beginner,5.8,49.0,69.0,synthetic,26.0,Clay,33.0,EXC002,OP1001,2025-06-09T07:01:00Z,data-001-v1,42
T0252,Trenching,Sunny,Intermediate,3.1,45.0,57.0,synthetic,24.3,Loam,20.9,EXC001,OP2001,2025-06-09T07:40:00Z,data-001-v1,42
T0436,Grading,Windy,Beginner,3.1,36.0,61.0,synthetic,33.4,Loam,43.9,EXC001,OP1001,2025-06-09T07:42:00Z,data-001-v1,42
T0332,Material Loading,Cloudy,Beginner,3.1,32.0,49.0,synthetic,22.4,Clay,45.9,EXC001,OP2001,2025-06-09T09:25:00Z,data-001-v1,42
T0377,Material Loading,Sunny,Expert,5.8,32.0,36.0,synthetic,18.0,Clay,15.6,EXC002,OP1001,2025-06-09T09:29:00Z,data-001-v1,42
T0427,Grading,Cloudy,Beginner,5.3,33.0,57.0,synthetic,20.5,Gravel,13.9,EXC002,OP2001,2025-06-09T11:56:00Z,data-001-v1,42
T0415,Grading,Sunny,Beginner,6.5,33.0,47.0,synthetic,27.8,Sand,35.8,EXC002,OP1001,2025-06-09T12:08:00Z,data-001-v1,42
T0459,Grading,Cloudy,Intermediate,4.7,34.0,43.0,synthetic,18.9,Clay,32.5,EXC002,OP1001,2025-06-09T12:21:00Z,data-001-v1,42
T0231,Trenching,Cloudy,Beginner,3.3,44.0,72.0,synthetic,16.0,Clay,43.3,EXC001,OP1001,2025-06-09T15:39:00Z,data-001-v1,42
T0511,Demolition,Sunny,Beginner,5.4,79.0,126.0,synthetic,27.8,Loam,5.8,EXC002,OP2001,2025-06-10T06:10:00Z,data-001-v1,42
T0389,Material Loading,Rainy,Expert,6.0,26.0,38.0,synthetic,21.4,Loam,26.6,EXC002,OP2001,2025-06-10T06:42:00Z,data-001-v1,42
T0262,Trenching,Rainy,Intermediate,4.0,44.0,50.0,synthetic,30.8,Gravel,49.0,EXC001,OP1001,2025-06-10T07:40:00Z,data-001-v1,42
T0315,Material Loading,Sunny,Beginner,5.3,28.0,38.0,synthetic,19.6,Sand,51.9,EXC002,OP2001,2025-06-10T09:22:00Z,data-001-v1,42
T0461,Grading,Cloudy,Intermediate,3.5,34.0,41.0,synthetic,23.3,Loam,17.8,EXC001,OP2001,2025-06-10T09:28:00Z,data-001-v1,42
T0495,Grading,Cloudy,Expert,3.0,31.0,28.0,synthetic,29.2,Gravel,52.1,EXC001,OP2001,2025-06-10T10:02:00Z,data-001-v1,42
T0110,Earth Excavation,Rainy,Beginner,1.8,59.0,78.0,synthetic,35.4,Loam,67.4,EXC001,OP1001,2025-06-10T10:11:00Z,data-001-v1,42
T0478,Grading,Sunny,Expert,1.7,36.0,32.0,synthetic,40.9,Clay,31.6,EXC001,OP2001,2025-06-10T12:02:00Z,data-001-v1,42
T0385,Material Loading,Rainy,Expert,4.8,33.0,42.0,synthetic,23.9,Gravel,36.3,EXC002,OP1001,2025-06-10T12:07:00Z,data-001-v1,42
T0476,Grading,Sunny,Expert,6.7,35.0,37.0,synthetic,24.0,Loam,35.0,EXC002,OP2001,2025-06-10T13:05:00Z,data-001-v1,42
T0586,Demolition,Cloudy,Expert,6.9,100.0,87.0,synthetic,35.3,Sand,47.1,EXC002,OP2001,2025-06-10T16:31:00Z,data-001-v1,42
T0549,Demolition,Rainy,Intermediate,5.6,81.0,131.0,synthetic,21.2,Loam,46.8,EXC002,OP2001,2025-06-10T17:08:00Z,data-001-v1,42
T0251,Trenching,Sunny,Intermediate,1.6,48.0,49.0,synthetic,13.3,Gravel,47.7,EXC001,OP2001,2025-06-10T17:49:00Z,data-001-v1,42
T0189,Earth Excavation,Rainy,Expert,5.9,59.0,80.0,synthetic,25.7,Clay,56.8,EXC002,OP1001,2025-06-11T08:07:00Z,data-001-v1,42
T0578,Demolition,Rainy,Expert,3.8,89.0,120.0,synthetic,20.6,Clay,32.2,EXC001,OP2001,2025-06-11T08:37:00Z,data-001-v1,42
T0248,Trenching,Sunny,Intermediate,2.2,44.0,56.0,synthetic,29.0,Gravel,33.3,EXC001,OP1001,2025-06-11T08:58:00Z,data-001-v1,42
T0401,Material Loading,Windy,Expert,5.5,29.0,38.0,synthetic,32.0,Loam,8.8,EXC002,OP2001,2025-06-11T11:33:00Z,data-001-v1,42
T0128,Earth Excavation,Windy,Beginner,6.0,53.0,103.0,synthetic,29.1,Clay,15.2,EXC002,OP2001,2025-06-11T12:52:00Z,data-001-v1,42
T0562,Demolition,Windy,Intermediate,6.1,95.0,117.0,synthetic,36.7,Clay,44.2,EXC002,OP1001,2025-06-11T12:58:00Z,data-001-v1,42
T0324,Material Loading,Rainy,Beginner,2.8,33.0,23.0,synthetic,24.6,Loam,61.9,EXC001,OP1001,2025-06-11T13:26:00Z,data-001-v1,42
T0390,Material Loading,Rainy,Expert,2.7,34.0,45.0,synthetic,27.2,Clay,32.5,EXC001,OP2001,2025-06-11T14:46:00Z,data-001-v1,42
T0224,Trenching,Rainy,Beginner,5.6,41.0,84.0,synthetic,10.6,Clay,47.4,EXC002,OP2001,2025-06-12T06:08:00Z,data-001-v1,42
T0164,Earth Excavation,Windy,Intermediate,3.7,56.0,66.0,synthetic,28.6,Sand,10.2,EXC001,OP1001,2025-06-12T07:38:00Z,data-001-v1,42
T0167,Earth Excavation,Windy,Intermediate,2.4,61.0,73.0,synthetic,23.9,Loam,12.4,EXC001,OP1001,2025-06-12T07:41:00Z,data-001-v1,42
T0266,Trenching,Cloudy,Intermediate,2.3,44.0,55.0,synthetic,21.2,Loam,11.6,EXC001,OP1001,2025-06-12T07:57:00Z,data-001-v1,42
T0141,Earth Excavation,Sunny,Intermediate,2.6,50.0,58.0,synthetic,36.4,Sand,14.5,EXC001,OP1001,2025-06-12T08:08:00Z,data-001-v1,42
T0339,Material Loading,Windy,Beginner,5.9,36.0,45.0,synthetic,30.4,Loam,5.4,EXC002,OP1001,2025-06-12T09:11:00Z,data-001-v1,42
T0190,Earth Excavation,Rainy,Expert,5.8,63.0,59.0,synthetic,28.8,Loam,48.1,EXC002,OP1001,2025-06-12T10:40:00Z,data-001-v1,42
T0565,Demolition,Windy,Intermediate,3.1,88.0,114.0,synthetic,32.9,Loam,52.7,EXC001,OP1001,2025-06-12T10:48:00Z,data-001-v1,42
T0588,Demolition,Cloudy,Expert,6.5,93.0,75.0,synthetic,22.2,Loam,39.9,EXC002,OP1001,2025-06-12T11:01:00Z,data-001-v1,42
T0106,Earth Excavation,Sunny,Beginner,5.5,68.0,84.0,synthetic,23.7,Clay,43.4,EXC002,OP2001,2025-06-12T12:09:00Z,data-001-v1,42
T0505,Demolition,Sunny,Beginner,3.2,101.0,126.0,synthetic,25.7,Sand,50.4,EXC001,OP1001,2025-06-12T12:57:00Z,data-001-v1,42
T0254,Trenching,Rainy,Intermediate,3.3,46.0,45.0,synthetic,29.8,Sand,51.3,EXC001,OP2001,2025-06-12T14:09:00Z,data-001-v1,42
T0259,Trenching,Rainy,Intermediate,6.7,50.0,62.0,synthetic,29.1,Loam,20.4,EXC002,OP2001,2025-06-12T16:31:00Z,data-001-v1,42
T0474,Grading,Sunny,Expert,5.9,35.0,39.0,synthetic,17.9,Sand,19.1,EXC002,OP2001,2025-06-12T17:52:00Z,data-001-v1,42
T0311,Trenching,Windy,Expert,6.0,49.0,45.0,synthetic,16.5,Loam,14.0,EXC002,OP1001,2025-06-13T06:23:00Z,data-001-v1,42
T0155,Earth Excavation,Cloudy,Intermediate,2.9,53.0,61.0,synthetic,19.6,Loam,39.1,EXC001,OP1001,2025-06-13T06:24:00Z,data-001-v1,42
T0400,Material Loading,Cloudy,Expert,2.9,27.0,27.0,synthetic,26.7,Sand,24.6,EXC001,OP2001,2025-06-13T07:55:00Z,data-001-v1,42
T0293,Trenching,Rainy,Expert,3.8,45.0,42.0,synthetic,31.2,Loam,46.6,EXC001,OP1001,2025-06-13T08:33:00Z,data-001-v1,42
T0245,Trenching,Sunny,Intermediate,5.1,48.0,40.0,synthetic,23.8,Loam,23.8,EXC002,OP1001,2025-06-13T08:54:00Z,data-001-v1,42
T0181,Earth Excavation,Sunny,Expert,2.1,55.0,40.0,synthetic,23.3,Sand,5.1,EXC001,OP2001,2025-06-13T09:19:00Z,data-001-v1,42
T0225,Trenching,Rainy,Beginner,5.4,47.0,68.0,synthetic,26.5,Sand,53.7,EXC002,OP1001,2025-06-13T10:11:00Z,data-001-v1,42
T0502,Grading,Windy,Expert,3.2,37.0,37.0,synthetic,14.0,Clay,27.0,EXC001,OP2001,2025-06-13T10:25:00Z,data-001-v1,42
T0295,Trenching,Rainy,Expert,2.3,46.0,44.0,synthetic,34.2,Loam,50.9,EXC001,OP1001,2025-06-13T11:34:00Z,data-001-v1,42
T0579,Demolition,Rainy,Expert,4.9,96.0,77.0,synthetic,25.6,Loam,51.8,EXC002,OP2001,2025-06-13T12:26:00Z,data-001-v1,42
T0537,Demolition,Sunny,Intermediate,2.4,100.0,104.0,synthetic,33.2,Loam,44.6,EXC001,OP2001,2025-06-13T12:32:00Z,data-001-v1,42
T0121,Earth Excavation,Cloudy,Beginner,4.7,69.0,81.0,synthetic,26.1,Sand,42.8,EXC002,OP1001,2025-06-13T12:45:00Z,data-001-v1,42
T0501,Grading,Windy,Expert,3.0,34.0,41.0,synthetic,25.7,Clay,39.5,EXC001,OP1001,2025-06-13T16:08:00Z,data-001-v1,42
T0456,Grading,Rainy,Intermediate,3.4,32.0,46.0,synthetic,17.8,Clay,48.5,EXC001,OP1001,2025-06-13T16:20:00Z,data-001-v1,42
T0443,Grading,Sunny,Intermediate,5.8,34.0,36.0,synthetic,14.6,Loam,10.5,EXC002,OP1001,2025-06-14T07:18:00Z,data-001-v1,42
T0348,Material Loading,Sunny,Intermediate,3.7,31.0,33.0,synthetic,19.9,Loam,39.5,EXC001,OP1001,2025-06-14T07:51:00Z,data-001-v1,42
T0239,Trenching,Windy,Beginner,6.6,48.0,39.0,synthetic,22.6,Sand,32.1,EXC002,OP1001,2025-06-14T08:05:00Z,data-001-v1,42
T0490,Grading,Cloudy,Expert,1.5,37.0,27.0,synthetic,40.5,Sand,46.5,EXC001,OP2001,2025-06-14T11:00:00Z,data-001-v1,42
T0409,Grading,Sunny,Beginner,3.5,31.0,42.0,synthetic,31.0,Clay,44.2,EXC001,OP2001,2025-06-14T14:54:00Z,data-001-v1,42
T0358,Material Loading,Rainy,Intermediate,6.2,25.0,36.0,synthetic,24.0,Loam,64.5,EXC002,OP2001,2025-06-14T14:58:00Z,data-001-v1,42
T0150,Earth Excavation,Rainy,Intermediate,4.5,57.0,73.0,synthetic,37.6,Loam,50.7,EXC002,OP1001,2025-06-14T15:58:00Z,data-001-v1,42
T0363,Material Loading,Cloudy,Intermediate,1.9,28.0,30.0,synthetic,32.8,Sand,36.3,EXC001,OP2001,2025-06-15T06:10:00Z,data-001-v1,42
T0305,Trenching,Windy,Expert,2.2,45.0,56.0,synthetic,28.8,Clay,8.7,EXC001,OP2001,2025-06-15T06:37:00Z,data-001-v1,42
T0165,Earth Excavation,Windy,Intermediate,5.3,57.0,74.0,synthetic,31.0,Sand,53.7,EXC002,OP1001,2025-06-15T07:06:00Z,data-001-v1,42
T0258,Trenching,Rainy,Intermediate,2.3,44.0,63.0,synthetic,18.1,Loam,30.1,EXC001,OP2001,2025-06-15T10:26:00Z,data-001-v1,42
T0421,Grading,Rainy,Beginner,5.8,32.0,46.0,synthetic,8.4,Sand,65.6,EXC002,OP1001,2025-06-15T10:55:00Z,data-001-v1,42
T0336,Material Loading,Cloudy,Beginner,3.0,31.0,43.0,synthetic,34.2,Sand,26.4,EXC001,OP1001,2025-06-15T11:46:00Z,data-001-v1,42
T0301,Trenching,Cloudy,Expert,7.0,46.0,43.0,synthetic,28.0,Loam,14.5,EXC002,OP2001,2025-06-15T13:22:00Z,data-001-v1,42
T0216,Trenching,Sunny,Beginner,2.8,50.0,64.0,synthetic,8.0,Loam,49.1,EXC001,OP1001,2025-06-15T13:37:00Z,data-001-v1,42
T0287,Trenching,Sunny,Expert,3.7,44.0,49.0,synthetic,15.5,Gravel,17.8,EXC001,OP2001,2025-06-15T13:53:00Z,data-001-v1,42
T0526,Demolition,Cloudy,Beginner,2.6,105.0,127.0,synthetic,13.1,Loam,24.7,EXC001,OP2001,2025-06-15T14:22:00Z,data-001-v1,42
T0484,Grading,Rainy,Expert,7.0,35.0,42.0,synthetic,29.7,Clay,21.2,EXC002,OP2001,2025-06-15T15:41:00Z,data-001-v1,42
T0240,Trenching,Windy,Beginner,5.1,40.0,66.0,synthetic,26.2,Clay,23.0,EXC002,OP2001,2025-06-15T17:17:00Z,data-001-v1,42
